source,target
1626153,1628401
1626153,201573
1626153,1503
1626155,1628970
1626155,203488
1626156,1628372
1626156,202689
1626157,1627848
1626157,1628963
1626158,1627746
1626158,1628976
1626159,1627761
1626159,1628972
1626159,1627784
1626161,1628976
1626162,1886
1626163,1627759
1626163,203145
1626164,1628378
1626166,1628420
1626167,1627746
1626167,1626158
1626168,202694
1626169,1897
1626170,1627098
1626170,202388
1626171,101141
1626172,1627751
1626172,1626245
1626173,1627988
1626173,203503
1626178,1628421
1626179,201962
1626179,201587
1626179,202718
1626181,1627851
1626181,1627782
1626184,201588
1626184,201573
1626185,1627816
1626188,201988
1626188,203546
1626192,203585
1626195,203991
1626195,202702
1626195,202685
1626196,1627782
1626196,1627812
1626203,1628969
1626203,1626253
1626204,101161
1626204,1626172
1626209,1626224
1626209,2748
1626210,1626195
1626214,1627748
1626220,200757
1626220,200782
1626220,201964
1626245,1627751
1626245,204028
1626251,1629353
1626251,1628510
1626251,201161
1626253,1628935
1626254,101131
1626254,203135
1626254,201601
1626257,202334
1626257,202687
1626780,1627750
1627098,201596
1627215,202220
1627215,201950
1627215,2225
1627362,200758
1627395,2059
1627395,1627855
1627732,203487
1627732,203901
1627732,203999
1627733,2047
1627733,1627827
1627734,1628976
1627734,2400
1627734,1626158
1627735,1627936
1627735,1503
1627735,2753
1627736,2202
1627737,201956
1627737,1626147
1627738,1627751
1627739,101109
1627739,1627755
1627741,101123
1627741,201977
1627745,202327
1627745,201623
1627745,200780
1627747,202688
1627747,203115
1627747,201991
1627748,101107
1627748,1627823
1627748,1628371
1627749,201944
1627749,201143
1627749,202323
1627750,202688
1627752,1628416
1627752,1627851
1627755,101109
1627755,2757
1627756,1628978
1627756,2568
1627756,1628989
1627758,1627853
1627758,101179
1627759,1628369
1627761,1628972
1627761,1627784
1627763,1628973
1627763,2207
1627767,203956
1627767,203991
1627767,1629034
1627774,1627786
1627774,201978
1627775,1515
1627778,689
1627780,1626159
1627780,1628972
1627783,202700
1627783,201949
1627783,202720
1627784,1628972
1627785,201228
1627786,201590
1627788,1628416
1627788,1628436
1627788,2747
1627790,1629140
1627790,1628386
1627816,1628380
1627816,203120
1627819,1628443
1627819,201954
1627819,101127
1627820,1628439
1627820,201970
1627821,203962
1627821,1627395
1627821,1629109
1627823,1628467
1627826,201941
1627826,202324
1627826,201580
1627827,1628470
1627827,1627835
1627832,2742
1627834,1890
1627834,202730
1627846,203111
1627848,1628963
1627851,1628402
1627853,101179
1627853,203934
1627855,200757
1627858,203937
1627858,201177
1627858,101142
1627861,2624
1627861,1563
1627863,101110
1627863,203109
1627863,201229
1627883,1626162
1627883,203909
1627883,1627737
1627884,1628021
1627885,1627761
1627885,1503
1627936,1626170
1627982,201991
1627982,1626144
1627982,2240
1627988,101128
1627988,2427
1628035,203086
1628035,1628467
1628365,201944
1628365,202323
1628365,2551
1628366,1628462
1628366,2749
1628366,202349
1628367,200745
1628368,201952
1628368,202339
1628368,201609
1628370,1627741
1628370,202691
1628370,101123
1628371,203488
1628372,1628455
1628373,2550
1628373,202721
1628374,1628398
1628378,202681
1628378,202689
1628379,1628422
1628379,204038
1628381,2216
1628381,201578
1628385,2200
1628385,2430
1628389,203920
1628390,203503
1628391,1629016
1628391,1628413
1628391,203086
1628395,202970
1628395,1626172
1628397,101162
1628397,203382
1628397,203089
1628398,203087
1628398,203930
1628400,2059
1628401,2753
1628404,203111
1628404,203138
1628409,1628436
1628409,202722
1628409,1628510
1628411,1628414
1628411,202498
1628412,201609
1628413,1628463
1628413,1629016
1628414,202082
1628414,2863
1628415,203463
1628415,1627782
1628417,1628990
1628417,200782
1628418,1627734
1628418,1626158
1628418,203530
1628420,1628973
1628420,203148
1628421,201274
1628421,1626158
1628424,202721
1628424,203492
1628425,1628970
1628443,201954
1628455,202704
1628462,1628984
1628462,2749
1628462,200770
1628463,1629016
1628463,1628391
1628464,203476
1628467,203120
1628469,200745
1628469,1629012
1628470,201964
1628495,1628681
1628495,2756
1628502,1627733
1628502,200081
1628502,1627835
1628503,203585
1628504,1747
1628504,2742
1628504,202951
1628510,203798
1628515,1629001
1628537,1627780
1628537,204037
1628605,2590
1628605,201985
1628605,203504
1628656,202690
1628656,203079
1628656,201564
1628681,2067
1628681,201961
1628681,204038
1628935,203117
1628935,202347
1628959,1628972
1628959,1627761
1628960,201569
1628960,203501
1628960,203930
1628963,1628405
1628963,2397
1628964,203530
1628964,203543
1628966,203922
1628971,200757
1628975,1629059
1628975,1627812
1628976,203156
1628977,201146
1628977,201154
1628978,201980
1628978,2568
1628978,202337
1628983,1627785
1628983,201573
1628984,2229
1628984,2749
1628989,2568
1628989,2427
1628989,2756
1628991,200745
1628995,101132
1628995,1627759
1628995,1501
1629003,101128
1629003,201980
1629004,2427
1629004,203917
1629004,201281
1629011,202684
1629012,203079
1629013,201961
1629013,2067
1629013,2594
1629015,1627782
1629015,1626196
1629016,202357
1629021,1626163
1629021,1627759
1629021,1628995
1629026,1627733
1629026,2209
1629026,2034
1629027,203081
1629027,202738
1629027,201939
1629028,2430
1629028,2549
1629029,2544
1629029,201142
1629033,1628416
1629033,1627788
1629033,203496
1629034,203956
1629034,101162
1629045,202703
1629045,201583
1629045,1626168
1629059,203957
1629059,203526
1629061,1626148
1629061,203962
1629061,1628400
1629066,1627814
1629102,2230
1629109,1899
1629109,2250
1629109,2047
1629121,204060
1629121,2581
1629121,1710
1629133,201602
1629139,2137
1629139,202698
1629139,1628966
1629140,201274
1629151,1629244
1629203,203961
1629203,948
1629203,1902
1629244,201611
1629353,1628510
1629353,201161
1629541,1626173
1629541,204014
1629541,2574
