source,target
202333,201945
202334,204028
202334,1737
202334,203458
202335,202376
202335,101107
202335,1628391
202336,203089
202336,2223
202336,203481
202337,1629244
202337,1629151
202338,1627738
202338,1627834
202339,1628368
202339,203506
202340,202734
202340,203546
202341,203463
202341,1628425
202343,202412
202343,2484
202344,101161
202344,202379
202345,201601
202347,202713
202348,203897
202348,202688
202348,201564
202349,202388
202349,202714
202350,101133
202355,203497
202355,201580
202357,101107
202357,1629016
202357,201948
202361,1626159
202362,1628972
202363,202327
202363,201934
202365,1626185
202365,203960
202376,204037
202379,1626172
202386,203489
202386,1628365
202388,202951
202390,951
202391,1628412
202391,201144
202396,202399
202397,2757
202397,203901
202397,201950
202399,203920
202399,202684
202407,202732
202407,200757
202407,203906
202412,2436
202498,101211
202498,203103
202498,1627855
202681,202689
202681,1628378
202681,1626156
202682,201145
202682,2736
202682,201956
202683,1627790
202684,203382
202684,204028
202685,203186
202685,1627790
202686,1626254
202686,2030
202687,203105
202690,951
202690,203546
202690,203095
202691,1627741
202691,1627736
202691,101123
202692,203613
202692,1629019
202693,2736
202693,203482
202693,202700
202694,1626224
202694,2399
202694,203118
202695,203506
202695,1628367
202696,1629028
202697,1626169
202698,200782
202698,2137
202699,203932
202699,201163
202699,203087
202700,203939
202702,1629140
202702,201581
202702,203080
202703,1628374
202703,1733
202704,203471
202704,1626144
202704,1628973
202705,1627759
202706,2748
202706,2202
202706,1626147
202708,202709
202708,1747
202708,2557
202709,203107
202709,1627735
202710,2222
202710,202391
202710,202330
202711,203501
202711,203930
202713,203922
202714,203898
202716,203102
202716,203158
202716,203156
202718,1626181
202718,203115
202720,1626185
202720,203530
202720,203210
202721,203492
202721,202951
202721,201573
202722,2594
202722,2554
202722,203459
202723,1627735
202723,202709
202723,1628414
202724,2733
202724,1627755
202724,2757
202725,203120
202725,1629016
202725,1628467
202732,203906
202732,200757
202734,203546
202738,1626164
202738,101150
202779,203526
202779,1536
202809,201945
202951,201573
202951,203085
202951,2757
202962,1626245
202962,1627738
202970,203476
202970,2760
203076,1626149
203076,203994
203077,1628021
203077,201154
203077,203960
203078,203897
203078,203468
203078,203903
203079,203095
203079,203114
203080,201581
203080,203500
203080,201971
203081,202689
203081,202681
203081,1626156
203082,201961
203082,203459
203082,978
203083,1626210
203083,203994
203083,1626195
203084,203118
203084,2736
203085,203957
203085,1627782
203086,1628391
203086,2431
203086,1627816
203087,1628369
203087,203482
203088,101181
203088,1626273
203088,2224
203089,1628386
203089,1627751
203090,1628966
203090,1628970
203090,202329
203092,202389
203092,203382
203093,1626158
203093,203956
203094,1627816
203094,2246
203095,1627750
203096,2400
203096,1628397
203096,1627746
203098,1628382
203098,2584
203100,202339
203100,1628368
203101,1737
203101,1626172
203102,203158
203102,202344
203103,203922
203103,101153
203105,203481
203105,1626257
203106,203516
203106,202713
203107,200766
203107,201986
203109,1627814
203109,1626209
203110,1628401
203110,1626153
203110,1627936
203111,203585
203111,1626192
203112,203527
203112,202376
203112,101107
203113,1628371
203113,1628470
203113,201948
203114,203992
203115,1627759
203115,203897
203117,1626203
203117,2294
203118,1626168
203120,203488
203120,1628970
203120,201957
203121,204014
203123,203524
203123,202697
203124,1628976
203124,2223
203128,201189
203133,204037
203133,203111
203133,202335
203138,203503
203138,203493
203141,1629151
203141,202722
203141,101123
203142,203925
203142,1626163
203143,101179
203143,203515
203144,201588
203144,1627832
203144,201573
203145,203506
203145,1626181
203148,202951
203148,2039
203156,1628397
203156,201574
203158,2420
203186,203458
203187,1628384
203187,1626169
203187,1627827
203197,1628373
203197,1747
203197,1627775
203199,201604
203199,203960
203200,204038
203210,203461
203210,201957
203268,1627735
203268,1628393
203268,202709
203382,201574
203457,1626204
203457,200748
203457,202332
203458,2731
203458,201582
203459,203493
203460,1628966
203460,201967
203460,202698
203461,201973
203461,203940
203462,202692
203462,202330
203468,1627750
203468,203903
203469,1628389
203469,203920
203471,1628455
203471,1626144
203473,203543
203473,1628464
203473,101161
203477,200751
203477,204038
203481,1626257
203482,203967
203484,203463
203485,203499
203485,1626145
203486,1628389
203486,201168
203486,203469
203487,1626153
203487,202391
203487,202710
203488,101107
203489,1628424
203489,203492
203490,1626209
203490,203109
203492,202951
203493,1628422
203496,2772
203496,1627788
203496,1904
203497,203186
203498,203953
203498,203933
203499,1628393
203499,201986
203499,1626145
203500,203920
203501,203930
203503,1628390
203505,202708
203505,1628424
203505,202721
203507,2746
203508,203524
203508,1626203
203512,202327
203512,201157
203515,1626145
203516,202713
203516,203921
203518,2554
203518,203798
203518,201961
203524,1626203
203526,1626170
203526,101109
203527,2566
203527,201964
203530,1627734
203530,203210
203543,203120
203543,1628464
203544,1626163
203544,201229
203544,1627823
203546,951
203546,1627782
203552,203918
203561,201601
203580,203521
203580,1088
203580,202388
203584,1629013
203584,203141
203585,1626192
203585,202347
203705,203088
203705,204025
203705,2224
203710,1627775
203710,201584
203710,1629102
203798,203459
203894,203935
203900,1716
203900,202066
203900,201162
203901,1628365
203901,1889
203902,2768
203902,1628373
203903,203079
203903,203095
203906,202697
203906,1627758
203909,201590
203909,203113
203909,203960
203913,2436
203913,202343
203913,202412
203914,1626181
203914,202340
203915,201571
203915,200826
203917,200751
203918,951
203918,201158
203920,204028
203920,2731
203921,1627846
203921,1627827
203922,202347
203924,203960
203924,1627748
203924,203909
203925,203459
203925,1627854
203925,203493
203926,1628382
203926,201167
203926,203098
203928,202334
203928,201959
203932,203087
203932,2736
203933,203953
203933,200752
203934,203508
203934,203524
203935,1716
203937,200758
203937,1626254
203937,202970
203940,203948
203940,2853
203943,2853
203943,200777
203943,201189
203944,1628381
203944,202702
203944,1629140
203952,200752
203952,1627742
203952,202692
203953,1627783
203953,202705
203954,2730
203954,203076
203956,1627767
203956,2404
203956,201581
203957,202951
203960,1626185
203960,201590
203960,2736
203962,1627733
203962,201575
203962,200761
203966,1629151
203966,202722
203966,200779
203967,1626168
203967,202694
203991,1627826
203991,101115
203991,1629028
203992,1627750
203994,1626210
203994,1626195
203994,203991
203998,1628467
203998,203488
203998,1628391
203999,1628385
203999,1626157
203999,1626195
204001,1626167
204001,1628991
204001,201572
204020,1626196
204025,203107
204025,200766
204025,1626170
204037,2566
204037,202335
204038,1628422
204038,203493
204060,2568
204060,1626166
204098,202697
204098,203499
204098,1716
204456,1627739
204456,1626145
1626143,1627826
1626143,101115
1626144,1628973
1626144,1628412
1626147,201960
1626147,1626162
1626148,1628400
1626148,203503
1626148,2586
1626149,1628963
1626149,1628405
1626149,202702
1626150,1627098
1626150,1627735
1626150,1626170
1626153,1627761
1626153,1628983
1626155,201956
1626155,1628537
1626156,202689
1626156,101126
1626157,1628381
1626157,1628963
1626157,1628418
1626159,1628972
1626159,202362
1626161,203486
1626161,2404
1626161,200783
1626162,1627759
1626162,201960
1626163,1626168
1626163,202694
1626163,203967
1626164,101150
1626164,2755
1626166,101109
1626166,202714
1626166,200771
1626167,1628976
1626167,1628964
1626167,203543
1626169,1626209
1626171,1712
1626171,203096
1626171,203530
1626173,2586
1626173,2553
1626179,1627752
1626179,2748
1626179,1627788
1626184,1627812
1626188,1628379
1626188,202690
1626188,202130
1626195,202328
1626195,202685
1626196,1627812
1626204,202970
1626204,202686
1626204,201595
1626209,1626181
1626210,202702
1626214,203524
1626214,202697
1626220,1629026
1626220,203524
1626220,1628425
1626224,1627782
1626224,2399
1626245,201574
1626245,202684
1626253,1627835
1626253,2294
1626253,1952
1626254,201601
1626254,202345
1626273,200766
1626273,203107
1626780,203501
1626780,2037
1627098,1626170
1627098,2742
1627215,1628365
1627215,203901
1627215,201950
1627362,200758
1627362,202732
1627362,200776
1627395,203906
1627395,200757
1627395,202732
1627732,2548
1627732,1627215
1627732,203507
1627733,203111
1627733,201575
1627733,1626192
1627734,1628397
1627737,1626147
1627737,203932
1627737,1628371
1627738,201959
1627739,1626145
1627741,1627736
1627741,201977
1627742,1629019
1627742,201945
1627742,202692
1627745,203135
1627745,201623
1627746,201959
1627746,203092
1627747,1536
1627747,1628372
1627747,1626144
1627748,1628467
1627748,1628371
1627748,203113
1627749,1628365
1627749,1627761
1627749,1626178
1627751,1737
1627751,2731
1627752,203109
1627752,1626209
1627755,200766
1627755,203898
1627756,1628989
1627756,204038
1627756,1628379
1627758,203499
1627759,1628369
1627761,1628983
1627763,1628420
1627763,1626144
1627763,203079
1627767,101162
1627774,1629066
1627775,2562
1627775,203524
1627780,1626159
1627780,1628537
1627780,1628970
1627782,951
1627783,1628367
1627785,203613
1627785,203492
1627785,203489
1627786,200769
1627786,203490
1627788,203484
1627789,1627782
1627789,2210
1627789,2399
1627790,203186
1627814,1501
1627816,1628380
1627816,201957
1627819,101127
1627819,1628412
1627819,201938
1627820,201604
1627820,255
1627821,1628400
1627821,2052
1627821,2586
1627823,1627846
1627823,1628391
1627826,1628418
1627827,1627846
1627834,1737
1627835,101120
1627846,202713
1627848,203083
1627848,202683
1627848,1628963
1627851,101132
1627851,1626147
1627851,201978
1627853,1628373
1627853,2550
1627854,1628379
1627854,201961
1627854,978
1627855,203527
1627855,202227
1627858,101236
1627858,201177
1627858,203937
1627863,201978
1627863,1628382
1627883,101141
1627883,1627851
1627883,203461
1627884,202379
1627884,203960
1627884,101161
1627885,1626153
1627885,1627761
1627885,1627749
1627936,1716
1627936,1628393
1627988,1629001
1627988,1628969
1627988,101179
1628035,201973
1628035,201163
1628035,101132
1628366,1626166
1628366,201976
1628366,200771
1628367,1627759
1628367,1628369
1628369,201145
1628370,101123
1628370,101139
1628370,201569
1628371,203120
1628374,203967
1628378,1626156
1628378,202689
1628379,1628422
1628381,1628963
1628381,1628418
1628381,1627826
1628382,203585
1628382,202347
1628384,1627846
1628384,1628425
1628385,101135
1628386,1628976
1628386,202389
1628390,2294
1628390,2574
1628391,101107
1628391,1628463
1628393,201986
1628395,1882
1628395,2545
1628395,202379
1628398,203930
1628398,202711
1628398,202699
1628400,101214
1628400,1627835
1628401,1628983
1628401,1627936
1628401,2753
1628402,1628469
1628402,202711
1628402,202130
1628404,1628978
1628404,2484
1628405,1628381
1628405,201593
1628405,202683
1628407,101120
1628407,101153
1628407,202347
1628409,1628510
1628409,1629151
1628409,201161
1628411,203922
1628411,101153
1628411,1628971
1628413,1628467
1628413,203998
1628413,1629016
1628414,1627775
1628415,1627782
1628415,203895
1628416,202390
1628416,201158
1628416,1628379
1628417,1627816
1628417,202335
1628417,202376
1628418,201578
1628420,202714
1628420,101109
1628424,202708
1628424,1627785
1628425,2440
1628436,101112
1628436,202722
1628436,203998
1628439,1630
1628439,2694
1628439,2564
1628443,1503
1628443,203107
1628443,1627936
1628455,202704
1628462,2749
1628462,1710
1628462,203521
1628463,203111
1628463,203086
1628464,203458
1628467,203488
1628469,202711
1628469,1629012
1628470,101107
1628470,1627846
1628495,1626169
1628495,2772
1628495,1629006
1628503,101214
1628503,203111
1628503,204037
1628510,201161
1628510,1629151
1628515,202388
1628515,1533
1628515,1627735
1628537,1628972
1628537,1626159
1628681,203098
1628681,1628382
1628959,1628035
1628959,1628972
1628959,202362
1628960,200755
1628960,201569
1628960,203501
1628963,202702
1628963,1628405
1628964,101106
1628969,202697
1628969,202066
1628969,1626169
1628970,202357
1628970,1629066
1628971,201964
1628971,203524
1628975,201164
1628975,201976
1628975,2772
1628976,202389
1628977,1628021
1628977,201970
1628978,2484
1628983,2753
1628984,201985
1628984,2742
1628988,203992
1628988,2240
1628988,201166
1628989,204038
1628989,1628379
1628990,1629139
1628990,101153
1628990,202361
1628991,201572
1628991,200794
1628991,2746
1628995,1626224
1629001,101179
1629001,201979
1629001,1626145
1629003,2209
1629004,204038
1629004,200751
1629004,2067
1629006,203900
1629006,202407
1629011,202336
1629011,201141
1629011,201580
1629012,2072
1629012,1628973
1629013,2594
1629013,978
1629013,201961
1629016,1628391
1629016,203488
1629019,201945
1629021,201145
1629021,1628995
1629021,201163
1629026,1626169
1629026,202697
1629027,202738
1629027,1629029
1629027,201935
1629028,2430
1629029,203081
1629033,1626179
1629033,1628416
1629033,203477
1629034,203457
1629034,201971
1629034,201576
1629059,2550
1629061,1628503
1629061,714
1629061,203962
1629066,201163
1629102,1628384
1629109,200761
1629109,2203
1629109,203998
1629121,1710
1629121,204060
1629130,2050
1629130,203798
1629130,203518
1629139,101153
1629139,1628411
1629140,201581
1629140,201171
1629151,203925
1629151,2594
1629244,203493
1629541,2052
1629541,203121
1629541,204014
