PLAYER_NAME,ID,MIN,SEASONS,AST_PER_MIN,FG3A_PER_MIN,FGA_PER_MIN,FTA_PER_MIN,PTS_PER_MIN,REB_PER_MIN,group,ind,n1,n2,n3,origin,d1,d2,d3,id1,id2,id3
Ben Wallace,1112,22.669315315315313,3,0.0524580990933492,0.0019075672397581526,0.1256609919190683,0.06294971891201903,0.1478364610812568,0.2899502204432392,3,22,307,565,60,0.0,0.655247676618361,0.6596365886809898,0.6803853681034923,201181,203128,1903
Tim Duncan,1495,28.859780256930357,7,0.09685215275229149,0.002811383243898156,0.4072991474597454,0.13621151816686566,0.5095632129565408,0.3193731365068306,4,23,83,688,430,0.0,0.497149757234024,0.6143064084521299,0.717860926481339,2200,203994,202328
Chauncey Billups,1497,29.777289644012946,5,0.15764278124034603,0.16840226786067988,0.35783444138837595,0.17704246166185705,0.5200418533161363,0.08607589296267085,2,24,63,655,225,0.0,1.2835810089366941,1.311691080758407,1.4730012293712058,1938,203915,101150
Tony Battie,1499,10.069312499999999,3,0.038483262884134346,0.009931164615260477,0.23214097288171362,0.034759076153411665,0.22096841268954562,0.23462376403552873,3,25,2,511,6,0.0,0.6047767937387369,0.7699949604414067,0.7832559339722247,436,202730,703
Tim Thomas,1501,15.845277777777776,1,0.049085777395999515,0.15076345914485564,0.37164945742685346,0.0841470469645706,0.47332713917570957,0.14375120523114143,2,26,500,485,775,0.0,0.34883592018328924,0.5647171826584233,0.6109939741825964,202711,202694,1627759
Tracy McGrady,1503,20.744188311688312,3,0.14430579054374484,0.05791013286462646,0.3067671903099131,0.0860826299339042,0.3418262977739032,0.15620084486188435,1,27,846,425,175,0.0,0.6152331984785283,0.6613431481013365,0.734067071360542,1628401,202323,2738
Anthony Parker,1515,27.769252873563214,3,0.08763280553588614,0.11069407015059302,0.23948236330657144,0.043639008424753024,0.27673517537648257,0.10377569076618097,0,28,415,891,16,0.0,0.4092713650788747,0.46063571533808306,0.48650802189851394,202066,1628969,965
Anthony Johnson,1533,13.09758064516129,1,0.15516285942983807,0.09605319869466165,0.27338218090019084,0.049258050612647,0.3201773289822055,0.1182193214703528,1,29,412,612,627,0.0,0.4932997950501336,0.558127627252059,0.6354715847697247,201986,203499,203526
Stephen Jackson,1536,30.606208010335916,5,0.09371357122368607,0.13981051706885053,0.4115798736175401,0.1168886841073814,0.4698342557295612,0.13043915994648195,2,30,124,644,557,0.0,0.455033297906461,0.6049028591230651,0.6677567359941396,2436,203895,203114
Kevin Ollie,1563,10.528533333333332,1,0.07598399270553671,0.0037991996352768355,0.1709639835874576,0.030393597082214684,0.16716478395218076,0.09497999088192088,3,31,166,512,99,0.0,1.093152141508498,1.1181048073943467,1.2434243794073845,2624,202732,2239
Mikki Moore,1630,17.448833333333333,2,0.0783242432636375,0.0,0.21013821363414936,0.034386253140133535,0.26553828813769786,0.17384161309734175,3,32,173,289,781,0.0,0.6782998457816525,0.6977542652890262,0.9377372306426186,2735,201153,1627778
Mike Bibby,1710,25.3056783919598,3,0.13006793319075508,0.15032278690901005,0.2668874842875951,0.029587972588431304,0.3020356127986846,0.08697672479015377,1,33,698,925,680,0.0,0.6026621034473759,0.7252767321356536,0.8175234655821672,204060,1629059,203957
Antawn Jamison,1712,29.060134502923972,5,0.04407074420997959,0.12689959497174946,0.43744741444590707,0.11663654495024736,0.5021650004638497,0.2119017975027786,2,34,490,243,822,0.0,0.7071566425016215,0.8448306383628432,0.8609438246220308,202699,200745,1628367
Vince Carter,1713,23.033629682313894,10,0.08330944559694552,0.17267102289774625,0.37665256389604945,0.08460633096205736,0.44260844817887957,0.13808741316143083,2,35,771,857,657,0.0,0.25913082995063025,0.5378019552501855,0.6033057413642497,1627752,1628416,203918
Jason Williams,1715,18.33051987767584,2,0.17517283719937005,0.12962789952753384,0.24674345354082697,0.020520246643354778,0.27377011985158695,0.07807703600886208,1,36,156,625,635,0.0,0.4901334819913241,0.5301026385692981,0.8372658822583485,2581,203521,203580
Larry Hughes,1716,22.742561728395064,2,0.11725445438001027,0.11888298846862153,0.3322209540766958,0.0936407100951471,0.34443495974128013,0.11969725551292716,1,37,316,344,329,0.0,0.6231658647888576,0.6255613768829943,0.6530210298842242,201228,201588,201573
Dirk Nowitzki,1717,30.25755017131669,10,0.06794338213258908,0.1139507580337994,0.46890639868933975,0.13511026846937713,0.6028519234650154,0.20819793524914795,2,38,691,486,328,0.0,0.7150842253262206,0.7175130334108482,0.9635819871450094,204001,202695,201572
Paul Pierce,1718,28.969682389937105,8,0.09932309411736995,0.1369681750352977,0.3715660668456364,0.1464120102136706,0.5076224233119878,0.1576143526321543,2,39,432,325,916,0.0,0.5021584683600725,0.8816900739083797,0.9303428970608688,202330,201568,1629019
Ricky Davis,1729,13.856296296296296,1,0.0781834705442104,0.08419758366299583,0.28667272532877147,0.06214583556078263,0.3167432909226986,0.1142681492569229,0,40,119,699,340,0.0,0.5319408190796995,0.5444269962934443,0.6642792737806754,2422,204098,201584
Al Harrington,1733,24.70772727272727,5,0.053910899840106996,0.18716840597307177,0.4386459565625323,0.10382247476625946,0.5162328598932501,0.19740667775279536,2,41,844,535,829,0.0,0.46855509181716304,0.8966901264865739,0.9665524936075819,1628398,203087,1628374
Nazr Mohammed,1737,11.860241347905282,7,0.026031777966595625,0.0009214788660741814,0.2976376737419606,0.07786496418326833,0.34094718044744715,0.2879621456481817,3,42,438,341,584,0.0,0.32183483484555875,0.5069620708677044,0.5242590865715545,202336,201585,203382
Rashard Lewis,1740,24.576850490196076,5,0.04682191864155602,0.14944120358758617,0.31309353264145934,0.058490000603349544,0.3666470370302039,0.1418120730741058,0,43,779,253,787,0.0,0.24476040725459178,0.5149978439092531,0.5272198631816949,1627774,200760,1627786
Rafer Alston,1747,27.31673076923077,1,0.12390265193914692,0.11827071321464024,0.3139805838912473,0.05702337958563011,0.30060472942054395,0.09081501193267018,1,44,506,680,925,0.0,0.39704840986105233,0.45438544287270105,0.47141720943809906,202721,203957,1629059
Brad Miller,1802,19.814989384288747,3,0.10382669406805631,0.0816469978120319,0.2905861654412473,0.10479102868788345,0.3651613760412135,0.2057247188964583,0,45,886,383,814,0.0,0.7692349448661965,0.7903559086385088,0.844603329474153,1628959,201949,1627885
Anthony Carter,1853,13.796531531531532,3,0.1717365965463313,0.07835890336714738,0.2220168928735842,0.020242716703179738,0.22005792028940555,0.1129674190209708,1,46,155,907,190,0.0,0.6701130202557437,0.763109999044822,0.8502215371347807,2575,1629001,2768
Earl Boykins,1863,15.934122137404579,3,0.15761460593953158,0.06707004508065173,0.37846668295510616,0.08910734560715158,0.42397849925983416,0.06754911683122782,1,47,373,388,236,0.0,0.5699820123328755,0.7168794881520978,0.7525876866702147,201938,201954,101198
Elton Brand,1882,25.296513687600644,7,0.04860229414286655,0.0007638867448780597,0.3237924939851876,0.08030359405530604,0.37936525467506643,0.24043335295036933,3,48,333,392,539,0.0,0.34548217860010066,0.38311947702990123,0.47815793755618624,201577,201959,203092
Baron Davis,1884,29.405331262939956,3,0.23699593917385864,0.1303266439128973,0.3973167215561748,0.09336203664424735,0.4382946290425639,0.09991005278897963,1,49,275,203,384,0.0,0.886424222226097,0.9468267734792951,1.094486033825028,200826,101114,201950
Lamar Odom,1885,26.575399774774773,4,0.09419908635784932,0.07131671720209644,0.29836066893639995,0.07474907257545937,0.3462865198903935,0.2796734007925351,3,50,871,286,737,0.0,0.7714022346207706,0.8450740574925563,0.9397606892348627,1628464,201150,1626204
Jonathan Bender,1886,11.697933333333333,1,0.054710518667114995,0.1333568892510928,0.3419407416694687,0.08890459283406187,0.40349007516997304,0.17780918566812373,0,51,705,393,389,0.0,0.46794128164552823,0.4840461979482654,0.5437423472201723,1626147,201960,201956
Richard Hamilton,1888,27.01101489757914,4,0.11913203214220837,0.07859404898270692,0.4494338643142687,0.10899753635233299,0.5013473019317934,0.08211009854245958,2,52,224,912,516,0.0,0.5938909551762187,0.8435632480583183,1.052266405016565,101145,1629012,202779
Andre Miller,1889,24.111152263374485,7,0.2124078982626758,0.027564383744011364,0.30098941630070614,0.10411315222196242,0.3701137222841402,0.11495116069096999,1,53,648,139,211,0.0,0.8721680861948057,0.9679593491966083,1.1887552970294204,203901,2551,101127
Shawn Marion,1890,28.884383012820514,6,0.05684133610706477,0.03320599283560592,0.32490274694287097,0.04943448557481182,0.36851161973950636,0.2247854301979238,3,54,295,133,167,0.0,0.6336478105650978,0.6915396459299186,0.7240764550021505,201160,2545,2694
Jason Terry,1891,24.36786808976464,9,0.10154964853511657,0.16098348397504542,0.33463540452912327,0.05781658821707366,0.3972363491138103,0.0667788332437296,0,55,248,791,735,0.0,0.3733334754876726,0.5835590977361101,0.5990676531765983,200751,1627812,1626196
Corey Maggette,1894,24.727750896057348,4,0.06827034331213354,0.04652819576049865,0.41005690282383395,0.2443817384803761,0.5981264791454757,0.16458805696587608,4,56,376,113,619,0.0,1.8048315284369596,2.050030544485953,2.0921756569854284,201942,2405,203507
Metta World Peace,1897,26.880198105081828,7,0.06882870400485006,0.12554509417644436,0.29540587626662596,0.06680998503264075,0.32068792815667563,0.13035156791979982,0,57,932,443,297,0.0,0.3356665167748548,0.4051791655579173,0.4700279149477056,1629133,202341,201162
James Posey,1899,20.401243386243383,2,0.05874214015900578,0.17661544127277234,0.22796618631243304,0.03695697559672549,0.2485842884874483,0.18517389877938245,0,58,755,73,799,0.0,0.45918832856375086,0.7143151052812102,0.8930368638227781,1627733,2047,1627827
Jeff Foster,1902,16.092128514056224,3,0.05315777126685201,0.0037435050187923954,0.17294993186820867,0.04941426624805962,0.19541096198096305,0.3541355747777606,3,59,565,12,311,0.0,0.5692618528579849,0.7705194681879484,0.8606346559317046,203128,948,201189
Kenny Thomas,1903,12.04551282051282,1,0.047895269011760944,0.0,0.11175562769410889,0.03831621520940876,0.13091373529881326,0.2745995423340961,3,60,307,86,22,0.0,0.5929475674353354,0.5959570727178363,0.6803853681034923,201181,2205,1112
Devean George,1904,16.904185185185185,1,0.0420671628546952,0.16169565722273468,0.27080736087710033,0.030235773301812173,0.31813291908863245,0.14986426766985164,0,61,160,254,73,0.0,0.2200029146589476,0.3836428874397344,0.4593624968710469,2588,200761,2047
Andrei Kirilenko,1905,27.761127450980393,5,0.09081073554425523,0.04722158248301272,0.26471329411150396,0.1327350251205197,0.3720213132796323,0.1675458070791509,3,62,93,818,147,0.0,0.6369499815062285,0.9983981408118991,1.0085501663426875,2222,1628021,2563
Manu Ginobili,1938,23.5278209556707,9,0.1686167541336002,0.166341125322916,0.3889123044840287,0.13316098911552057,0.5137782595477004,0.12875654625613178,2,63,259,441,655,0.0,0.820919817578257,0.8287126921026219,0.8676147555294991,200768,202339,203915
Raja Bell,1952,28.46246913580247,3,0.054978182228275496,0.09987160913657145,0.2283709107943751,0.04229090940636576,0.26968587613751704,0.08067804255983622,0,64,559,745,780,0.0,0.45866763978315644,0.540260860199942,0.5822085559319125,203117,1626253,1627775
Kenyon Martin,2030,25.490757575757577,6,0.056123165634352885,0.009760550545104848,0.2702921689413651,0.06644682486475224,0.29732138583550155,0.23875808256487246,3,65,567,229,445,0.0,0.5512235358444988,0.5648331003563192,0.6259674638123318,203135,101161,202344
Mike Miller,2034,18.3845122985581,8,0.08885673765671034,0.13619163528692055,0.2376433310850026,0.027266008284068437,0.29217534765313946,0.16525692330547065,0,66,733,563,637,0.0,0.5075024623172977,0.6801109203463942,0.7204972408186933,1626192,203123,203585
Jamal Crawford,2037,26.83820512820513,10,0.1051785014801763,0.17509277545678006,0.43837171054876395,0.11771803085372529,0.5291169578112226,0.067406368101894,2,67,326,749,645,0.0,0.6337255377621446,0.6991218270428448,0.825667466384128,201569,1626780,203897
Joel Przybilla,2038,16.27232371794872,4,0.017727126344183972,0.0,0.10459004543068544,0.05672680430138872,0.1400442981190534,0.3125883278691108,3,68,22,307,60,0.0,0.8035719037151882,0.8145570979990869,0.8978600793052706,1112,201181,1903
Keyon Dooling,2039,18.66800900900901,4,0.126535302239366,0.13985480773824663,0.29679332905114447,0.05588401220182526,0.3324085285372818,0.061095992614430716,1,69,680,925,44,0.0,0.5782763257723398,0.5955936460672243,0.6316282866309364,203957,1629059,1747
Etan Thomas,2041,11.18925925925926,2,0.007447618417132832,0.0,0.22094601304160738,0.09185396047797159,0.26563172354440434,0.21598093409685212,3,70,293,215,503,0.0,0.27350201606673463,0.520629650580861,0.7114638057146744,201157,101131,202716
Hedo Turkoglu,2045,24.334575471698113,6,0.12573666761647603,0.13788388935948603,0.2901118384367818,0.06616359077043754,0.34412820746420925,0.14369904870454403,1,71,343,406,669,0.0,0.5225556689407134,0.5702998886951078,0.5881214102136543,201587,201976,203935
Desmond Mason,2046,13.1,1,0.03053435114503817,0.0,0.183206106870229,0.06106870229007634,0.19847328244274812,0.19847328244274812,3,72,5,367,116,0.0,0.10806142456862033,0.4796057514976085,0.5437988250659541,689,201880,2408
Quentin Richardson,2047,21.604652014652014,4,0.04323448178811035,0.1599675826160083,0.26042417265308826,0.037385110722660125,0.2917055918291916,0.17420952955797406,0,73,254,61,160,0.0,0.30781130537347473,0.4593624968710469,0.48473075504983654,200761,1904,2588
Jamaal Magloire,2048,10.12155303030303,3,0.011227166749622954,0.0,0.13809415102036232,0.11676253419607872,0.1717756512692312,0.3312014191138771,3,74,349,478,402,0.0,0.9399693266029897,0.950962303768168,0.9890907628319492,201595,202687,201972
Morris Peterson,2050,19.909733333333335,2,0.04219041942634423,0.17277981288883829,0.3073873415347937,0.0542448249767283,0.33250068643142716,0.12958485966662872,0,75,359,127,141,0.0,0.42952927881589426,0.4500280994515131,0.4584221181174624,201611,2446,2554
DeShawn Stevenson,2052,17.11661865569273,4,0.054335565392412175,0.1658917704458602,0.22287198725117738,0.02812947411908064,0.22864213578842468,0.10097759940182793,0,76,159,85,839,0.0,0.4098628878154257,0.6388562727152372,0.6859632550386149,2586,2203,1628390
Eduardo Najera,2059,13.40691919191919,3,0.04595847915104895,0.09568404675710192,0.2124637888622263,0.029383289949031298,0.21397062424422789,0.15746429741916773,0,77,397,242,808,0.0,0.4994781182661736,0.5347971608074876,0.5480714281728403,201964,200081,1627855
Eddie House,2067,17.70274193548387,2,0.06696611605637909,0.18313182758275096,0.3535082044880964,0.04191076651147535,0.38038576127262946,0.09156591379137548,0,78,807,394,697,0.0,0.3244910222557107,0.36930342052238324,0.555015979575117,1627854,201961,204038
Michael Redd,2072,17.677320675105484,3,0.06015001700670123,0.14965897088572094,0.4425322679778734,0.12960896521682053,0.4847804942087707,0.09953395671346991,2,79,124,30,873,0.0,0.8253939498549937,0.9384582402400965,0.9390812656304738,2436,1536,1628469
Ime Udoka,2137,12.070187265917603,2,0.06609282784214673,0.09215760501933139,0.24389184358651333,0.06050751844703575,0.2457536133848837,0.19548582882888474,3,80,267,423,453,0.0,0.5580516210599421,0.5902055142004895,0.6614388632320726,200782,202227,202361
Kwame Brown,2198,19.51896551724138,4,0.02755940287960427,0.0003533256779436445,0.20351559049553924,0.1349704089744722,0.2752407031180991,0.26782086388128257,3,81,217,106,450,0.0,0.4260139191314032,0.4338395903227978,0.5966271416006202,101133,2365,202350
Tyson Chandler,2199,27.367936241610735,10,0.030224464159487086,0.0003065361476621408,0.18018194759580639,0.11697419394787294,0.30984673805689195,0.34037773836404117,3,82,352,549,349,0.0,0.5341020176934513,0.7508270259690181,0.7932417761418795,201600,203105,201595
Pau Gasol,2200,31.43434839044652,10,0.10272113557150009,0.020266736347681398,0.3873969309686386,0.12749709687673405,0.4901676184627491,0.3081138547918898,4,83,23,218,430,0.0,0.497149757234024,0.6339341790699842,0.6514347116739047,1495,101135,202328
Jason Richardson,2202,30.73272327044025,5,0.05967457709531745,0.17423503065484663,0.3884986870979103,0.05734162037759928,0.4464542434538564,0.13776723354104153,0,84,181,805,847,0.0,0.53892061121557,0.5462001050653711,0.6039743552195326,2747,1627851,1628402
Shane Battier,2203,25.8933286908078,5,0.06088833498911594,0.1350085872991882,0.20278182235774478,0.03195023938474812,0.2408639258668385,0.123067588741252,0,85,159,76,736,0.0,0.46224496087910216,0.6388562727152372,0.6528983039093824,2586,2052,1626203
DeSagana Diop,2205,10.923608058608059,4,0.048287390452174526,0.0010059873010869694,0.12273045073261024,0.02716165712934817,0.09959274280760995,0.2424429395619596,3,86,60,307,176,0.0,0.5959570727178363,0.9315873466315926,1.005422123502041,1903,201181,2740
Joe Johnson,2207,32.661178425357875,9,0.10518857517457272,0.13242490267513174,0.394832830387414,0.07011006372126655,0.4552693019274475,0.11467433061442259,2,87,321,391,516,0.0,0.3809868027547683,0.5003124066634317,0.6787568205469476,201564,201958,202779
Vladimir Radmanovic,2209,15.655652557319222,4,0.0628608089329941,0.14971687288879776,0.28084587216837686,0.03143040446649705,0.29841986176254726,0.1895963108140306,0,88,864,73,733,0.0,0.4212398224399464,0.549979344455707,0.5623098920368359,1628425,2047,1626192
Richard Jefferson,2210,22.72778051450465,9,0.05245203005371277,0.11769195173209104,0.26717301258764437,0.07918378090753332,0.3457065617176523,0.12397752558150289,0,89,910,199,550,0.0,0.47121791683158587,0.571630032571182,0.5874851112489231,1629006,101110,203106
Troy Murphy,2211,22.343148148148146,4,0.05743744457245158,0.11636677082210971,0.2881818106470623,0.06042120792686465,0.3510894880359378,0.27102517135918713,0,90,534,840,832,0.0,0.5037676171539821,0.6426516202965331,0.709887638428512,203086,1628391,1628380
Zach Randolph,2216,31.833374451754384,9,0.06236214044570589,0.022320169571288274,0.4423216937495345,0.1227092655828927,0.5202356190122722,0.30881401279534726,4,91,122,474,227,0.0,0.5512293088353776,0.8324347700320311,0.9044776017066106,2430,202683,101154
Brendan Haywood,2217,21.451490610328637,5,0.01838409294472133,0.0004924310610193214,0.1946744127896384,0.09782963745583852,0.2550792896080085,0.283968578521142,3,92,246,478,522,0.0,0.2906086087290708,0.4769521467429169,0.7616430687685263,200749,202687,202962
Gerald Wallace,2222,32.034848066298345,6,0.07131391358599039,0.06070737021104865,0.2699925797312405,0.12443286252065795,0.3570007282297463,0.1976438814257436,3,93,62,818,661,0.0,0.6369499815062285,0.6657958099374343,0.8406136698646484,1905,1628021,203924
Samuel Dalembert,2223,21.8405974025974,6,0.02996921020427823,0.0005946271865928221,0.26591727784430996,0.07159311326577578,0.32811528156191916,0.34155385597891696,3,94,434,341,436,0.0,0.5780135207627937,0.58189756501166,0.7380873833930063,202332,201585,202334
Jamaal Tinsley,2224,16.348164414414413,4,0.22401060261745234,0.08968690178595416,0.220290869363657,0.028931258640630373,0.20995827699200328,0.09795297568327713,1,95,639,622,536,0.0,0.8362015263580853,0.8795004872519798,0.9583409630228285,203705,203515,203088
Tony Parker,2225,27.949169262720662,10,0.19957235821594238,0.03405158080702061,0.4205453826019272,0.11491711886100898,0.5157337623374283,0.08320623591633677,2,96,823,236,386,0.0,0.9968152820287326,1.0410735874138008,1.2458923571414198,1628368,101198,201952
Mike James,2229,15.561549295774647,4,0.17196593264365942,0.13214224297881197,0.32673527202295294,0.04253894123290523,0.32130476888683734,0.08326771475377194,1,97,502,646,183,0.0,0.7080536884329116,0.8274628253574601,0.8279385312535243,202714,203898,2749
Maurice Evans,2230,18.232888257575755,3,0.03178571855200472,0.11872900753248819,0.28949933857659194,0.04113445930259434,0.3212850571285967,0.10408264702323113,0,98,238,835,568,0.0,0.5339537486979393,0.6153618222247517,0.6171699679271713,101214,1628384,203138
Trenton Hassell,2239,21.274262820512824,1,0.045197263456355254,0.004519726345635525,0.19796401393883603,0.06237222356977025,0.2097153024374884,0.13739968090731997,3,99,115,5,429,0.0,0.7678504038410006,0.8175815105678197,0.8463789654340316,2407,689,202327
Gilbert Arenas,2240,26.68547619047619,3,0.16437985181670703,0.17225245008379067,0.4452741579862523,0.1165144543528383,0.48778618862850415,0.1070673364323379,2,100,827,377,868,0.0,0.6516411630446727,0.7146327829132761,0.7353416830601653,1628372,201943,1628455
Mehmet Okur,2246,26.903495145631066,3,0.06062661941639661,0.10862269312104393,0.3522117889904946,0.09527040194005183,0.42655157232250474,0.22590633187300166,4,101,491,666,759,0.0,0.4812205024791668,0.5273130601171115,0.5884580057149877,202700,203932,1627737
Earl Watson,2248,21.037485172004743,5,0.18810686454726921,0.06394280107811849,0.18979847304139932,0.05514643690864188,0.20620707543446148,0.10910874787139266,1,102,46,622,880,0.0,1.026639099320476,1.06558332127004,1.0853578837638496,1853,203515,1628515
Bobby Simmons,2250,15.633364779874213,3,0.03379322968735228,0.15206953359308525,0.2534492226551421,0.0325863286270897,0.24379401417304145,0.1424143251109846,0,103,578,706,73,0.0,0.5515989898608357,0.5716658736122248,0.6676682928499995,203187,1626148,2047
Charlie Bell,2294,19.7985,2,0.06566154001565774,0.12402735336290908,0.27274793544965525,0.0398458918043735,0.2755539841682731,0.08418146155853558,0,104,640,9,559,0.0,0.5565712021908876,0.5574739204298442,0.6036080239656985,203710,714,203117
Carlos Arroyo,2306,20.36246323529412,2,0.12638595743682057,0.033943657140174666,0.2339945726258849,0.049471074768126906,0.27046594891479603,0.08413693737936911,1,105,583,612,605,0.0,0.8156140587092874,0.8861563323959591,0.8910638309260932,203268,203499,203489
Chris Andersen,2365,17.983879781420764,8,0.023548715455553704,0.007444432627884719,0.18155299980249465,0.13354400571246258,0.3043101745643488,0.27787484237553367,3,106,81,217,549,0.0,0.4338395903227978,0.5450112065692144,0.6970662315506801,2198,101133,203105
Mike Wilks,2366,14.766666666666666,1,0.06772009029345373,0.0507900677200903,0.2031602708803612,0.06772009029345373,0.2708803611738149,0.06772009029345373,0,107,855,194,417,0.0,0.9328130466259237,0.971176953111534,1.016780968693508,1628414,2863,202082
Yao Ming,2397,18.103666666666665,1,0.04418994310544826,0.0,0.4087569737253964,0.17675977242179303,0.5634217745944652,0.29828211596177573,4,108,113,849,348,0.0,0.88800043958044,1.0009510751582276,1.0357204110004086,2405,1628405,201593
Mike Dunleavy,2399,25.711975308641975,8,0.06858183645672783,0.1450061699645167,0.3085782513152188,0.070902575380001,0.3852426612633463,0.14348568584237223,0,109,742,191,544,0.0,0.3505673993622769,0.4674157565358928,0.47810225075259843,1626224,2772,203098
